Time (h) 2022-10-13T07.07.00.130;ambient temperature (°C) Flask A1;ambient humidity (%) Flask A1;ambient pressure (mBar) Flask A1;CO2 conc. (%) Flask A1;O2 conc. (%) Flask A1;;Time (h) 2022-10-13T07.07.01.278;ambient temperature (°C) Flask A2;ambient humidity (%) Flask A2;ambient pressure (mBar) Flask A2;CO2 conc. (%) Flask A2;O2 conc. (%) Flask A2;;Time (h) 2022-10-13T07.07.01.594;ambient temperature (°C) Flask A3;ambient humidity (%) Flask A3;ambient pressure (mBar) Flask A3;CO2 conc. (%) Flask A3;O2 conc. (%) Flask A3;;Time (h) 2022-10-13T07.07.01.396;ambient temperature (°C) Flask A4;ambient humidity (%) Flask A4;ambient pressure (mBar) Flask A4;CO2 conc. (%) Flask A4;O2 conc. (%) Flask A4;;
4.00497;43.79;24.41;1015.51;0.275;19.879;;4.00495;44.21;24.84;1016.30;0.280;19.901;;4.00498;43.68;25.38;1015.26;0.260;20.018;;4.00496;43.40;31.36;1016.00;0.251;20.041;;
4.00636;43.79;24.28;1015.52;0.276;19.878;;4.00634;44.20;24.94;1016.30;0.280;19.900;;4.00637;43.68;25.41;1015.28;0.260;20.017;;4.00635;43.40;31.24;1016.02;0.252;20.040;;
4.00775;43.79;24.23;1015.52;0.276;19.877;;4.00773;44.20;24.97;1016.31;0.281;19.901;;4.00775;43.68;25.42;1015.26;0.260;20.017;;4.00774;43.40;31.40;1016.01;0.252;20.040;;
4.00914;43.80;24.19;1015.52;0.277;19.881;;4.00912;44.20;24.92;1016.30;0.282;19.908;;4.00914;43.68;25.47;1015.26;0.262;20.019;;4.00913;43.40;31.40;1016.00;0.252;20.043;;
4.01052;43.80;24.19;1015.51;0.278;19.885;;4.01051;44.21;24.93;1016.30;0.282;19.911;;4.01053;43.68;25.39;1015.24;0.262;20.020;;4.01052;43.40;31.26;1015.99;0.253;20.048;;
4.01191;43.80;24.16;1015.50;0.278;19.887;;4.01190;44.20;25.00;1016.28;0.283;19.912;;4.01192;43.68;25.35;1015.25;0.262;20.022;;4.01190;43.40;31.28;1015.98;0.253;20.049;;
4.01330;43.81;24.03;1015.51;0.278;19.887;;4.01328;44.21;24.86;1016.28;0.283;19.914;;4.01331;43.69;25.29;1015.25;0.262;20.023;;4.01329;43.41;31.33;1016.00;0.253;20.050;;
4.01469;43.82;24.13;1015.50;0.278;19.888;;4.01467;44.21;24.88;1016.28;0.283;19.914;;4.01470;43.69;25.28;1015.26;0.263;20.023;;4.01468;43.41;31.22;1016.00;0.253;20.052;;
4.01608;43.83;23.96;1015.52;0.278;19.889;;4.01606;44.21;24.90;1016.29;0.283;19.915;;4.01609;43.70;25.29;1015.26;0.263;20.024;;4.01607;43.41;31.20;1016.00;0.254;20.053;;
4.01747;43.84;23.96;1015.52;0.278;19.889;;4.01745;44.22;24.80;1016.30;0.283;19.916;;4.01748;43.71;25.29;1015.27;0.263;20.024;;4.01746;43.42;31.21;1016.00;0.254;20.055;;
4.01886;43.85;23.93;1015.49;0.277;19.891;;4.01884;44.22;24.80;1016.28;0.282;19.918;;4.01887;43.72;25.26;1015.26;0.263;20.025;;4.01885;43.42;31.23;1015.99;0.253;20.056;;
4.02025;43.86;24.04;1015.48;0.277;19.893;;4.02023;44.23;24.70;1016.27;0.282;19.922;;4.02026;43.72;25.15;1015.28;0.262;20.026;;4.02024;43.42;31.25;1015.99;0.253;20.058;;
4.02164;43.87;23.94;1015.46;0.277;19.893;;4.02162;44.23;24.74;1016.27;0.281;19.920;;4.02165;43.73;25.17;1015.27;0.262;20.028;;4.02163;43.43;31.25;1015.98;0.252;20.059;;
4.02303;43.89;23.85;1015.47;0.276;19.894;;4.02301;44.24;24.71;1016.26;0.280;19.922;;4.02303;43.75;25.18;1015.28;0.261;20.028;;4.02302;43.43;31.18;1015.98;0.251;20.061;;
4.02442;43.90;23.78;1015.48;0.274;19.895;;4.02440;44.25;24.77;1016.29;0.280;19.923;;4.02442;43.75;25.13;1015.27;0.260;20.029;;4.02441;43.43;31.18;1015.98;0.251;20.062;;
4.02580;43.91;23.75;1015.48;0.274;19.895;;4.02579;44.25;24.80;1016.28;0.279;19.923;;4.02581;43.77;25.12;1015.27;0.259;20.030;;4.02580;43.43;31.14;1015.99;0.250;20.063;;
4.02719;43.93;23.71;1015.50;0.274;19.895;;4.02718;44.26;24.80;1016.28;0.278;19.924;;4.02720;43.78;25.14;1015.26;0.258;20.032;;4.02718;43.43;31.17;1015.98;0.249;20.065;;
4.02858;43.94;23.78;1015.47;0.272;19.897;;4.02856;44.27;24.78;1016.28;0.277;19.924;;4.02859;43.79;25.14;1015.26;0.257;20.032;;4.02857;43.44;31.16;1015.96;0.248;20.067;;
4.02997;43.96;23.69;1015.48;0.271;19.898;;4.02995;44.28;24.79;1016.28;0.276;19.926;;4.02998;43.80;24.98;1015.25;0.257;20.033;;4.02996;43.44;31.23;1015.97;0.247;20.068;;
4.03136;43.97;23.76;1015.47;0.270;19.898;;4.03134;44.28;24.75;1016.26;0.275;19.927;;4.03137;43.81;25.04;1015.25;0.255;20.033;;4.03135;43.45;31.19;1015.97;0.247;20.069;;
4.03275;43.98;23.85;1015.46;0.269;19.899;;4.03273;44.29;24.81;1016.27;0.274;19.927;;4.03276;43.82;24.95;1015.24;0.254;20.035;;4.03274;43.45;31.19;1015.96;0.246;20.071;;
4.03414;44.00;23.68;1015.46;0.268;19.900;;4.03412;44.29;24.89;1016.27;0.273;19.928;;4.03415;43.83;25.05;1015.24;0.253;20.036;;4.03413;43.46;31.16;1015.96;0.245;20.072;;
4.03553;44.01;23.65;1015.47;0.266;19.900;;4.03551;44.30;24.84;1016.26;0.272;19.929;;4.03554;43.84;25.04;1015.24;0.253;20.036;;4.03552;43.46;31.18;1015.96;0.244;20.072;;
4.03692;44.03;23.64;1015.46;0.266;19.900;;4.03690;44.31;24.87;1016.25;0.271;19.930;;4.03692;43.86;25.10;1015.23;0.252;20.038;;4.03691;43.47;31.18;1015.95;0.244;20.074;;
4.03831;44.04;23.66;1015.45;0.265;19.900;;4.03829;44.31;24.73;1016.26;0.270;19.930;;4.03831;43.87;24.91;1015.24;0.251;20.039;;4.03830;43.47;31.23;1015.96;0.243;20.075;;
4.03970;44.06;23.77;1015.46;0.264;19.901;;4.03968;44.32;24.75;1016.26;0.269;19.931;;4.03970;43.87;24.84;1015.25;0.250;20.039;;4.03969;43.47;31.21;1015.96;0.242;20.075;;
4.04108;44.07;23.58;1015.47;0.263;19.901;;4.04107;44.33;24.69;1016.27;0.268;19.931;;4.04109;43.89;24.76;1015.26;0.249;20.040;;4.04107;43.47;31.17;1015.97;0.241;20.077;;
4.04247;44.09;23.68;1015.47;0.262;19.901;;4.04245;44.33;24.72;1016.26;0.268;19.931;;4.04248;43.90;24.72;1015.27;0.248;20.040;;4.04246;43.48;31.17;1015.94;0.240;20.079;;
4.04386;44.10;23.74;1015.47;0.261;19.901;;4.04384;44.34;24.79;1016.24;0.267;19.932;;4.04387;43.91;24.77;1015.26;0.247;20.040;;4.04385;43.48;31.20;1015.94;0.239;20.079;;
4.04525;44.11;23.79;1015.47;0.261;19.900;;4.04523;44.35;24.78;1016.26;0.266;19.932;;4.04526;43.92;24.67;1015.26;0.246;20.040;;4.04524;43.48;31.18;1015.94;0.238;20.080;;
4.04664;44.13;23.73;1015.47;0.259;19.901;;4.04662;44.35;24.79;1016.25;0.264;19.926;;4.04665;43.93;24.72;1015.25;0.245;20.040;;4.04663;43.49;31.05;1015.96;0.237;20.080;;
4.04803;44.14;23.74;1015.47;0.258;19.901;;4.04801;44.36;24.77;1016.24;0.263;19.923;;4.04804;43.94;24.91;1015.25;0.244;20.040;;4.04802;43.49;30.97;1015.96;0.237;20.080;;
4.04942;44.15;23.75;1015.49;0.258;19.896;;4.04940;44.37;24.80;1016.25;0.262;19.921;;4.04943;43.95;24.86;1015.26;0.244;20.034;;4.04941;43.49;30.95;1015.96;0.236;20.077;;
4.05081;44.16;23.66;1015.47;0.257;19.894;;4.05079;44.37;24.83;1016.26;0.261;19.920;;4.05082;43.96;24.91;1015.26;0.242;20.029;;4.05080;43.50;30.89;1015.95;0.235;20.073;;
4.05220;44.16;23.75;1015.47;0.256;19.892;;4.05218;44.38;24.71;1016.27;0.260;19.918;;4.05220;43.97;24.73;1015.26;0.241;20.026;;4.05219;43.50;31.13;1015.95;0.234;20.072;;
4.05359;44.17;23.65;1015.47;0.255;19.891;;4.05357;44.38;24.77;1016.26;0.260;19.917;;4.05359;43.98;24.80;1015.27;0.240;20.025;;4.05358;43.50;31.10;1015.95;0.233;20.069;;
4.05497;44.17;23.58;1015.47;0.254;19.890;;4.05496;44.39;24.80;1016.28;0.259;19.915;;4.05498;43.98;24.74;1015.25;0.239;20.023;;4.05496;43.51;31.18;1015.95;0.233;20.068;;
4.05636;44.17;23.56;1015.46;0.254;19.887;;4.05635;44.39;24.78;1016.28;0.259;19.913;;4.05637;43.98;24.91;1015.26;0.239;20.020;;4.05635;43.50;31.17;1015.94;0.232;20.067;;
4.05775;44.17;23.56;1015.47;0.254;19.886;;4.05773;44.39;24.83;1016.28;0.260;19.912;;4.05776;43.98;24.81;1015.26;0.239;20.019;;4.05774;43.50;31.23;1015.94;0.232;20.064;;
4.05914;44.17;23.56;1015.47;0.254;19.885;;4.05912;44.39;24.85;1016.28;0.260;19.909;;4.05915;43.98;24.88;1015.26;0.238;20.017;;4.05913;43.51;31.08;1015.95;0.232;20.063;;
4.06053;44.17;23.69;1015.46;0.253;19.884;;4.06051;44.39;24.83;1016.28;0.260;19.908;;4.06054;43.99;24.82;1015.25;0.239;20.016;;4.06052;43.50;31.11;1015.95;0.232;20.061;;
4.06192;44.16;23.66;1015.47;0.253;19.882;;4.06190;44.40;24.81;1016.27;0.260;19.907;;4.06193;43.98;24.85;1015.25;0.238;20.015;;4.06191;43.50;31.13;1015.94;0.232;20.060;;
4.06331;44.16;23.86;1015.46;0.253;19.881;;4.06329;44.40;24.90;1016.26;0.260;19.905;;4.06332;43.98;24.91;1015.24;0.238;20.014;;4.06330;43.50;31.19;1015.95;0.233;20.059;;
4.06470;44.15;23.89;1015.46;0.253;19.880;;4.06468;44.39;24.90;1016.26;0.260;19.904;;4.06471;43.98;24.90;1015.25;0.239;20.013;;4.06469;43.50;31.26;1015.95;0.233;20.057;;
4.06609;44.15;23.82;1015.47;0.254;19.878;;4.06607;44.40;24.92;1016.27;0.260;19.903;;4.06609;43.98;24.83;1015.25;0.239;20.011;;4.06608;43.50;30.96;1015.95;0.233;20.056;;
4.06748;44.15;23.89;1015.47;0.255;19.877;;4.06746;44.40;24.95;1016.26;0.261;19.902;;4.06748;43.98;24.83;1015.24;0.239;20.012;;4.06746;43.50;31.00;1015.94;0.233;20.056;;
4.06886;44.15;23.81;1015.46;0.255;19.876;;4.06885;44.40;24.91;1016.26;0.261;19.900;;4.06887;43.98;24.83;1015.26;0.240;20.010;;4.06885;43.50;31.12;1015.94;0.233;20.055;;
4.07025;44.14;23.91;1015.47;0.254;19.874;;4.07024;44.40;24.89;1016.26;0.261;19.899;;4.07026;43.97;24.85;1015.27;0.239;20.010;;4.07024;43.50;31.13;1015.94;0.234;20.054;;
4.07164;44.14;23.78;1015.46;0.255;19.875;;4.07162;44.40;24.80;1016.28;0.262;19.897;;4.07165;43.96;24.92;1015.26;0.240;20.009;;4.07163;43.50;31.18;1015.94;0.234;20.054;;
4.07303;44.13;23.78;1015.46;0.255;19.873;;4.07301;44.40;24.91;1016.27;0.262;19.897;;4.07304;43.97;24.89;1015.26;0.240;20.009;;4.07302;43.50;31.25;1015.94;0.234;20.053;;
4.07442;44.12;23.78;1015.45;0.255;19.874;;4.07440;44.39;24.93;1016.26;0.262;19.896;;4.07443;43.96;24.92;1015.24;0.240;20.008;;4.07441;43.50;31.24;1015.93;0.235;20.053;;
4.07581;44.12;23.70;1015.47;0.256;19.872;;4.07579;44.40;24.91;1016.27;0.263;19.895;;4.07582;43.96;25.03;1015.26;0.241;20.008;;4.07580;43.50;31.21;1015.95;0.235;20.051;;
4.07720;44.11;23.74;1015.47;0.256;19.869;;4.07718;44.40;24.95;1016.26;0.263;19.894;;4.07721;43.95;24.92;1015.27;0.241;20.007;;4.07719;43.50;31.19;1015.94;0.235;20.051;;
4.07859;44.11;23.65;1015.46;0.256;19.868;;4.07857;44.40;25.04;1016.26;0.263;19.893;;4.07860;43.95;24.94;1015.26;0.241;20.006;;4.07858;43.49;31.10;1015.94;0.235;20.050;;
4.07998;44.10;23.71;1015.47;0.256;19.867;;4.07996;44.40;24.89;1016.27;0.263;19.892;;4.07999;43.94;25.12;1015.25;0.242;20.005;;4.07996;43.49;31.10;1015.94;0.235;20.050;;
4.08137;44.10;23.70;1015.48;0.256;19.865;;4.08135;44.39;24.97;1016.26;0.263;19.891;;4.08137;43.94;24.94;1015.26;0.242;20.005;;4.08135;43.49;31.38;1015.94;0.236;20.049;;
4.08276;44.09;23.72;1015.47;0.257;19.866;;4.08274;44.39;24.95;1016.27;0.264;19.891;;4.08276;43.94;24.98;1015.26;0.243;20.004;;4.08274;43.49;31.27;1015.94;0.236;20.048;;
4.08414;44.08;23.80;1015.44;0.257;19.865;;4.08413;44.39;25.00;1016.27;0.264;19.890;;4.08415;43.94;24.92;1015.25;0.243;20.004;;4.08413;43.49;31.26;1015.95;0.236;20.047;;
4.08553;44.08;23.81;1015.44;0.257;19.865;;4.08552;44.39;25.01;1016.27;0.265;19.889;;4.08554;43.94;25.06;1015.25;0.243;20.004;;4.08552;43.49;31.20;1015.93;0.236;20.046;;
4.08692;44.08;23.88;1015.44;0.258;19.864;;4.08690;44.39;24.99;1016.27;0.265;19.886;;4.08693;43.94;25.05;1015.25;0.244;20.004;;4.08691;43.49;31.19;1015.95;0.237;20.046;;
4.08831;44.08;23.77;1015.44;0.258;19.864;;4.08829;44.39;24.99;1016.26;0.265;19.887;;4.08832;43.94;25.04;1015.27;0.243;20.002;;4.08830;43.49;31.23;1015.95;0.237;20.045;;
4.08970;44.07;23.96;1015.43;0.259;19.864;;4.08968;44.39;25.00;1016.25;0.265;19.886;;4.08971;43.94;24.96;1015.27;0.243;20.003;;4.08969;43.49;31.27;1015.95;0.237;20.045;;
4.09109;44.07;23.87;1015.43;0.259;19.864;;4.09107;44.39;25.01;1016.28;0.266;19.885;;4.09110;43.94;24.95;1015.28;0.244;20.002;;4.09108;43.49;31.05;1015.96;0.237;20.045;;
4.09248;44.06;23.93;1015.43;0.259;19.864;;4.09246;44.39;24.99;1016.28;0.266;19.885;;4.09249;43.93;24.99;1015.27;0.244;20.003;;4.09246;43.49;31.28;1015.94;0.238;20.044;;
4.09387;44.05;23.89;1015.42;0.259;19.864;;4.09385;44.39;25.06;1016.26;0.266;19.884;;4.09388;43.93;25.01;1015.25;0.244;20.002;;4.09385;43.48;31.37;1015.92;0.238;20.044;;
4.09526;44.05;23.90;1015.43;0.260;19.864;;4.09524;44.38;25.00;1016.24;0.266;19.884;;4.09527;43.92;24.99;1015.25;0.245;20.002;;4.09524;43.48;31.46;1015.92;0.238;20.043;;
4.09665;44.05;23.89;1015.43;0.260;19.864;;4.09663;44.38;25.02;1016.24;0.267;19.884;;4.09665;43.92;25.17;1015.24;0.245;20.002;;4.09663;43.48;31.48;1015.92;0.238;20.043;;
4.09804;44.04;23.96;1015.42;0.260;19.864;;4.09802;44.38;24.98;1016.22;0.267;19.883;;4.09804;43.92;25.23;1015.24;0.245;20.002;;4.09802;43.48;31.30;1015.91;0.239;20.043;;
4.09942;44.04;23.95;1015.42;0.260;19.864;;4.09941;44.38;25.02;1016.23;0.267;19.883;;4.09943;43.91;25.14;1015.24;0.245;20.001;;4.09941;43.48;31.56;1015.92;0.238;20.042;;
4.10081;44.03;24.00;1015.42;0.260;19.864;;4.10080;44.38;25.05;1016.23;0.267;19.882;;4.10082;43.91;25.16;1015.24;0.245;20.001;;4.10080;43.48;31.51;1015.92;0.239;20.042;;
4.10220;44.03;23.98;1015.44;0.261;19.864;;4.10218;44.38;25.04;1016.22;0.267;19.882;;4.10221;43.91;25.12;1015.25;0.245;20.001;;4.10219;43.48;31.57;1015.93;0.239;20.042;;
4.10359;44.03;24.03;1015.42;0.261;19.864;;4.10357;44.37;25.02;1016.21;0.268;19.882;;4.10360;43.91;25.13;1015.24;0.246;20.001;;4.10358;43.48;31.50;1015.92;0.239;20.042;;
4.10498;44.02;23.98;1015.42;0.261;19.864;;4.10496;44.37;25.07;1016.20;0.268;19.882;;4.10499;43.90;25.20;1015.23;0.246;20.001;;4.10496;43.48;31.41;1015.92;0.240;20.041;;
4.10637;44.02;23.94;1015.41;0.262;19.865;;4.10635;44.37;25.09;1016.20;0.269;19.882;;4.10638;43.90;25.22;1015.22;0.246;20.000;;4.10635;43.48;31.31;1015.90;0.240;20.041;;
4.10776;44.01;24.10;1015.42;0.261;19.864;;4.10774;44.37;25.13;1016.20;0.269;19.882;;4.10777;43.89;25.15;1015.24;0.246;20.000;;4.10774;43.48;31.40;1015.90;0.240;20.041;;
4.10915;44.01;24.05;1015.41;0.262;19.865;;4.10913;44.37;25.11;1016.21;0.269;19.882;;4.10916;43.89;25.23;1015.23;0.247;20.000;;4.10913;43.48;31.43;1015.90;0.241;20.040;;
4.11054;44.01;24.20;1015.42;0.261;19.866;;4.11052;44.37;25.14;1016.21;0.269;19.882;;4.11054;43.89;25.28;1015.22;0.248;20.000;;4.11052;43.48;31.32;1015.90;0.241;20.040;;
4.11193;44.01;24.17;1015.42;0.262;19.866;;4.11191;44.37;25.05;1016.22;0.269;19.880;;4.11193;43.89;25.34;1015.25;0.248;20.000;;4.11191;43.48;31.30;1015.92;0.241;20.040;;
4.11331;44.00;24.19;1015.43;0.263;19.866;;4.11330;44.36;25.08;1016.21;0.269;19.881;;4.11332;43.89;25.29;1015.23;0.247;20.000;;4.11330;43.48;31.47;1015.91;0.241;20.040;;
4.11470;44.00;24.27;1015.41;0.262;19.866;;4.11469;44.36;25.06;1016.20;0.269;19.881;;4.11471;43.89;25.40;1015.23;0.247;19.999;;4.11469;43.48;31.52;1015.92;0.241;20.038;;
4.11609;43.99;24.13;1015.42;0.263;19.866;;4.11607;44.36;25.10;1016.20;0.269;19.881;;4.11610;43.88;25.35;1015.22;0.248;19.999;;4.11608;43.48;31.50;1015.91;0.241;20.039;;
4.11748;43.99;24.26;1015.42;0.263;19.866;;4.11746;44.35;25.15;1016.19;0.270;19.881;;4.11749;43.89;25.29;1015.21;0.249;19.999;;4.11746;43.47;31.48;1015.91;0.242;20.039;;
4.11887;43.99;24.31;1015.42;0.263;19.866;;4.11885;44.35;25.20;1016.19;0.270;19.881;;4.11888;43.88;25.24;1015.20;0.249;19.999;;4.11885;43.48;31.62;1015.91;0.242;20.039;;
4.12026;43.99;24.20;1015.41;0.263;19.866;;4.12024;44.35;25.29;1016.21;0.270;19.880;;4.12027;43.88;25.37;1015.20;0.249;19.998;;4.12024;43.48;31.64;1015.92;0.242;20.037;;
4.12165;43.98;24.28;1015.41;0.263;19.868;;4.12163;44.35;25.25;1016.20;0.271;19.880;;4.12166;43.88;25.40;1015.19;0.249;19.998;;4.12163;43.48;31.58;1015.92;0.242;20.037;;
4.12304;43.98;24.23;1015.43;0.264;19.867;;4.12302;44.35;25.15;1016.20;0.271;19.880;;4.12305;43.88;25.44;1015.19;0.249;19.998;;4.12302;43.47;31.57;1015.91;0.242;20.037;;
4.12443;43.98;24.25;1015.42;0.265;19.867;;4.12441;44.35;25.33;1016.20;0.271;19.880;;4.12444;43.87;25.39;1015.20;0.249;19.998;;4.12441;43.47;31.46;1015.90;0.243;20.036;;
4.12582;43.98;24.38;1015.40;0.265;19.868;;4.12580;44.35;25.29;1016.20;0.272;19.879;;4.12582;43.87;25.46;1015.19;0.250;19.999;;4.12580;43.47;31.47;1015.90;0.243;20.036;;
4.12721;43.97;24.25;1015.41;0.264;19.868;;4.12719;44.35;25.38;1016.20;0.272;19.879;;4.12721;43.87;25.50;1015.19;0.250;19.999;;4.12719;43.47;31.69;1015.91;0.243;20.036;;
4.12859;43.97;24.32;1015.40;0.265;19.868;;4.12858;44.35;25.31;1016.20;0.272;19.879;;4.12860;43.87;25.59;1015.18;0.250;19.999;;4.12858;43.47;31.58;1015.92;0.243;20.035;;
4.12998;43.97;24.38;1015.40;0.265;19.869;;4.12996;44.35;25.28;1016.20;0.272;19.881;;4.12999;43.87;25.60;1015.19;0.250;19.999;;4.12996;43.47;31.71;1015.92;0.243;20.035;;
4.13137;43.96;24.41;1015.40;0.265;19.869;;4.13135;44.35;25.31;1016.21;0.272;19.882;;4.13138;43.87;25.59;1015.19;0.251;19.999;;4.13135;43.47;31.84;1015.92;0.243;20.035;;
4.13276;43.96;24.31;1015.39;0.265;19.870;;4.13274;44.34;25.37;1016.20;0.272;19.881;;4.13277;43.87;25.57;1015.18;0.251;19.999;;4.13274;43.47;31.58;1015.92;0.244;20.036;;
4.13415;43.96;24.42;1015.38;0.265;19.870;;4.13413;44.34;25.34;1016.19;0.273;19.881;;4.13416;43.86;25.54;1015.18;0.251;19.998;;4.13413;43.47;31.68;1015.91;0.244;20.035;;
4.13554;43.95;24.39;1015.39;0.265;19.870;;4.13552;44.34;25.38;1016.20;0.273;19.881;;4.13555;43.86;25.66;1015.19;0.251;19.997;;4.13552;43.47;31.83;1015.90;0.244;20.035;;
4.13693;43.95;24.35;1015.39;0.266;19.870;;4.13691;44.34;25.42;1016.22;0.274;19.881;;4.13694;43.86;25.61;1015.19;0.251;19.998;;4.13691;43.47;31.82;1015.92;0.245;20.035;;
4.13832;43.94;24.40;1015.39;0.266;19.870;;4.13830;44.34;25.37;1016.20;0.273;19.881;;4.13833;43.86;25.63;1015.20;0.251;19.997;;4.13830;43.47;31.85;1015.90;0.245;20.034;;
4.13971;43.94;24.43;1015.39;0.266;19.870;;4.13969;44.34;25.44;1016.21;0.274;19.881;;4.13972;43.86;25.73;1015.19;0.251;19.998;;4.13969;43.47;31.74;1015.91;0.244;20.034;;
4.14110;43.94;24.48;1015.39;0.267;19.871;;4.14108;44.34;25.46;1016.21;0.274;19.881;;4.14110;43.86;25.60;1015.19;0.252;19.998;;4.14108;43.47;31.77;1015.90;0.244;20.034;;
4.14248;43.94;24.44;1015.38;0.267;19.871;;4.14247;44.34;25.42;1016.20;0.274;19.881;;4.14249;43.85;25.62;1015.18;0.252;19.998;;4.14246;43.47;31.69;1015.92;0.245;20.034;;
4.14387;43.93;24.38;1015.39;0.267;19.871;;4.14386;44.33;25.46;1016.21;0.274;19.881;;4.14388;43.85;25.73;1015.18;0.252;19.998;;4.14385;43.47;31.72;1015.90;0.245;20.034;;
4.14526;43.93;24.45;1015.38;0.267;19.871;;4.14524;44.33;25.50;1016.21;0.274;19.881;;4.14527;43.85;25.80;1015.18;0.253;19.998;;4.14524;43.47;31.66;1015.90;0.245;20.034;;
4.14665;43.93;24.44;1015.39;0.267;19.871;;4.14663;44.33;25.51;1016.20;0.275;19.882;;4.14666;43.85;25.78;1015.19;0.253;19.998;;4.14663;43.47;31.78;1015.89;0.245;20.035;;
4.14804;43.93;24.50;1015.39;0.267;19.873;;4.14802;44.33;25.45;1016.21;0.275;19.882;;4.14805;43.85;25.81;1015.18;0.252;19.998;;4.14802;43.46;31.81;1015.88;0.246;20.035;;
4.14943;43.93;24.50;1015.41;0.268;19.872;;4.14941;44.33;25.48;1016.21;0.275;19.882;;4.14944;43.85;25.77;1015.20;0.253;19.998;;4.14941;43.47;31.80;1015.88;0.246;20.035;;
4.15082;43.93;24.46;1015.39;0.268;19.873;;4.15080;44.33;25.53;1016.20;0.275;19.882;;4.15083;43.85;25.82;1015.18;0.253;19.997;;4.15080;43.47;31.58;1015.88;0.246;20.035;;
4.15221;43.93;24.52;1015.38;0.268;19.873;;4.15219;44.33;25.54;1016.18;0.275;19.882;;4.15222;43.85;25.78;1015.18;0.253;19.997;;4.15219;43.46;31.60;1015.87;0.246;20.034;;
4.15360;43.93;24.50;1015.38;0.269;19.873;;4.15358;44.33;25.56;1016.19;0.276;19.882;;4.15361;43.85;25.80;1015.17;0.254;19.997;;4.15358;43.46;31.64;1015.87;0.246;20.034;;
4.15499;43.92;24.59;1015.38;0.269;19.873;;4.15497;44.33;25.52;1016.20;0.276;19.882;;4.15499;43.84;25.79;1015.17;0.253;19.997;;4.15496;43.46;31.69;1015.87;0.247;20.034;;
4.15638;43.92;24.55;1015.38;0.269;19.873;;4.15636;44.33;25.54;1016.19;0.276;19.883;;4.15638;43.84;25.88;1015.17;0.254;19.997;;4.15635;43.46;32.03;1015.88;0.246;20.034;;
4.15776;43.92;24.57;1015.38;0.269;19.874;;4.15775;44.33;25.60;1016.20;0.276;19.882;;4.15777;43.84;25.75;1015.16;0.254;19.997;;4.15774;43.46;31.77;1015.88;0.246;20.034;;
4.15915;43.92;24.60;1015.37;0.270;19.874;;4.15913;44.33;25.51;1016.20;0.276;19.882;;4.15916;43.84;25.84;1015.17;0.254;19.997;;4.15913;43.46;31.98;1015.87;0.246;20.033;;
4.16054;43.91;24.53;1015.37;0.270;19.875;;4.16052;44.33;25.46;1016.19;0.276;19.883;;4.16055;43.84;25.80;1015.17;0.255;19.997;;4.16052;43.46;32.10;1015.88;0.247;20.033;;
4.16193;43.91;24.61;1015.35;0.270;19.875;;4.16191;44.32;25.55;1016.20;0.276;19.883;;4.16194;43.84;25.63;1015.16;0.255;19.997;;4.16191;43.46;32.08;1015.88;0.247;20.033;;
4.16332;43.91;24.67;1015.35;0.270;19.875;;4.16330;44.32;25.60;1016.20;0.277;19.883;;4.16333;43.83;25.77;1015.15;0.255;19.996;;4.16330;43.46;32.04;1015.88;0.248;20.033;;
4.16471;43.91;24.65;1015.37;0.270;19.875;;4.16469;44.32;25.55;1016.20;0.277;19.884;;4.16472;43.83;25.91;1015.16;0.255;19.997;;4.16469;43.46;32.13;1015.89;0.248;20.033;;
4.16610;43.90;24.65;1015.36;0.271;19.876;;4.16608;44.32;25.54;1016.20;0.277;19.884;;4.16611;43.83;25.90;1015.15;0.255;19.998;;4.16608;43.46;32.19;1015.87;0.248;20.033;;
4.16749;43.90;24.68;1015.36;0.270;19.876;;4.16747;44.32;25.64;1016.19;0.278;19.884;;4.16750;43.83;25.97;1015.16;0.255;19.998;;4.16746;43.46;32.15;1015.88;0.248;20.033;;
4.16888;43.90;24.68;1015.35;0.270;19.876;;4.16886;44.32;25.57;1016.19;0.278;19.884;;4.16889;43.83;25.98;1015.16;0.256;19.998;;4.16885;43.46;32.11;1015.89;0.248;20.033;;
4.17027;43.90;24.73;1015.36;0.271;19.876;;4.17025;44.32;25.60;1016.20;0.278;19.884;;4.17027;43.83;26.00;1015.18;0.255;19.997;;4.17024;43.46;32.17;1015.89;0.248;20.033;;
4.17166;43.90;24.81;1015.34;0.271;19.877;;4.17164;44.32;25.69;1016.21;0.278;19.884;;4.17166;43.83;26.06;1015.18;0.256;19.997;;4.17163;43.46;32.03;1015.90;0.248;20.033;;
4.17304;43.89;24.82;1015.34;0.271;19.877;;4.17303;44.31;25.69;1016.20;0.278;19.885;;4.17305;43.83;26.02;1015.16;0.256;19.998;;4.17302;43.45;31.92;1015.89;0.248;20.033;;
4.17443;43.90;24.92;1015.34;0.272;19.877;;4.17441;44.31;25.66;1016.20;0.278;19.885;;4.17444;43.82;25.94;1015.17;0.257;19.997;;4.17441;43.46;32.03;1015.88;0.249;20.033;;
4.17582;43.89;24.96;1015.35;0.272;19.877;;4.17580;44.31;25.78;1016.21;0.279;19.886;;4.17583;43.82;26.01;1015.17;0.257;19.996;;4.17580;43.45;32.21;1015.88;0.249;20.033;;
